COUNTRY,Country,ISC11A,ISCED-A 2011,SEX,Gender,AGE,Age,PIAAC_CATEGORY,Category,INDICATOR,Indicator,MEASURE,Measure,YEAR,Reference year,Value,Flag Codes,Flags
DEU,Germany,T,All levels of education,M,Men,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
DEU,Germany,T,All levels of education,T,Total,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
DEU,Germany,T,All levels of education,F,Women,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
DEU,Germany,T,All levels of education,M,Men,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
GRC,Greece,L0T2,Below upper secondary education,T,Total,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,1.8824,,
GRC,Greece,L0T2,Below upper secondary education,F,Women,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,5.3246,,
GRC,Greece,L0T2,Below upper secondary education,M,Men,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,0.7329,,
GRC,Greece,L0T2,Below upper secondary education,T,Total,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,5.6429,,
GRC,Greece,L0T2,Below upper secondary education,F,Women,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,6.367,,
GRC,Greece,L0T2,Below upper secondary education,M,Men,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,5.0553,,
GRC,Greece,L0T2,Below upper secondary education,T,Total,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,5.3296,,
GRC,Greece,L0T2,Below upper secondary education,F,Women,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,5.5425,,
GRC,Greece,L0T2,Below upper secondary education,M,Men,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,5.2238,,
GRC,Greece,L0T2,Below upper secondary education,T,Total,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
GRC,Greece,L0T2,Below upper secondary education,F,Women,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
GRC,Greece,L0T2,Below upper secondary education,M,Men,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
GRC,Greece,L0T2,Below upper secondary education,T,Total,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
GRC,Greece,L0T2,Below upper secondary education,F,Women,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
GRC,Greece,L0T2,Below upper secondary education,M,Men,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
GRC,Greece,L0T2,Below upper secondary education,T,Total,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
GRC,Greece,L0T2,Below upper secondary education,F,Women,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
GRC,Greece,L0T2,Below upper secondary education,M,Men,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
GRC,Greece,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,1.8356,,
GRC,Greece,L3T4,Upper secondary and post-secondary non-tertiary education,F,Women,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,2.0438,,
GRC,Greece,L3T4,Upper secondary and post-secondary non-tertiary education,M,Men,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,1.7205,,
GRC,Greece,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,2.9939,,
GRC,Greece,L3T4,Upper secondary and post-secondary non-tertiary education,F,Women,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,2.9825,,
GRC,Greece,L3T4,Upper secondary and post-secondary non-tertiary education,M,Men,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,3.0062,,
GRC,Greece,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,2.5454,,
GRC,Greece,L3T4,Upper secondary and post-secondary non-tertiary education,F,Women,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,3.021,,
GRC,Greece,L3T4,Upper secondary and post-secondary non-tertiary education,M,Men,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,2.1759,,
GRC,Greece,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
GRC,Greece,L3T4,Upper secondary and post-secondary non-tertiary education,F,Women,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
GRC,Greece,L3T4,Upper secondary and post-secondary non-tertiary education,M,Men,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
GRC,Greece,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
GRC,Greece,L3T4,Upper secondary and post-secondary non-tertiary education,F,Women,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
GRC,Greece,L3T4,Upper secondary and post-secondary non-tertiary education,M,Men,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
GRC,Greece,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
GRC,Greece,L3T4,Upper secondary and post-secondary non-tertiary education,F,Women,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
GRC,Greece,L3T4,Upper secondary and post-secondary non-tertiary education,M,Men,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
GRC,Greece,L5T8,Tertiary education,T,Total,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,1.3179,,
GRC,Greece,L5T8,Tertiary education,F,Women,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,1.5244,,
GRC,Greece,L5T8,Tertiary education,M,Men,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,1.1288,,
GRC,Greece,L5T8,Tertiary education,T,Total,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,1.6458,,
GRC,Greece,L5T8,Tertiary education,F,Women,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,1.6083,,
GRC,Greece,L5T8,Tertiary education,M,Men,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,1.6863,,
GRC,Greece,L5T8,Tertiary education,T,Total,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,1.663,,
GRC,Greece,L5T8,Tertiary education,F,Women,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,1.5542,,
GRC,Greece,L5T8,Tertiary education,M,Men,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,1.7725,,
GRC,Greece,L5T8,Tertiary education,T,Total,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
GRC,Greece,L5T8,Tertiary education,F,Women,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
GRC,Greece,L5T8,Tertiary education,M,Men,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
GRC,Greece,L5T8,Tertiary education,T,Total,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
GRC,Greece,L5T8,Tertiary education,F,Women,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
GRC,Greece,L5T8,Tertiary education,M,Men,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
GRC,Greece,L5T8,Tertiary education,T,Total,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
GRC,Greece,L5T8,Tertiary education,F,Women,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
GRC,Greece,L5T8,Tertiary education,M,Men,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
GRC,Greece,T,All levels of education,T,Total,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,1.6152,,
GRC,Greece,T,All levels of education,F,Women,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,2.0934,,
GRC,Greece,T,All levels of education,M,Men,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,1.3054,,
GRC,Greece,T,All levels of education,T,Total,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,2.9879,,
GRC,Greece,T,All levels of education,F,Women,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,3.0191,,
GRC,Greece,T,All levels of education,M,Men,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,2.9562,,
GRC,Greece,T,All levels of education,T,Total,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,2.6839,,
GRC,Greece,T,All levels of education,F,Women,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,2.6832,,
GRC,Greece,T,All levels of education,M,Men,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,2.6845,,
GRC,Greece,T,All levels of education,T,Total,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
GRC,Greece,T,All levels of education,F,Women,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
GRC,Greece,T,All levels of education,M,Men,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
GRC,Greece,T,All levels of education,T,Total,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
GRC,Greece,T,All levels of education,F,Women,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
GRC,Greece,T,All levels of education,M,Men,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
GRC,Greece,T,All levels of education,T,Total,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
GRC,Greece,T,All levels of education,F,Women,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
GRC,Greece,T,All levels of education,M,Men,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
HUN,Hungary,L0T2,Below upper secondary education,T,Total,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,2.5323,,
HUN,Hungary,L0T2,Below upper secondary education,F,Women,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,8.0185,,
HUN,Hungary,L0T2,Below upper secondary education,M,Men,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,,c,Data below the publication limit
HUN,Hungary,L0T2,Below upper secondary education,T,Total,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,5.9222,,
HUN,Hungary,L0T2,Below upper secondary education,F,Women,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,8.8256,,
HUN,Hungary,L0T2,Below upper secondary education,M,Men,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,3.2395,,
HUN,Hungary,L0T2,Below upper secondary education,T,Total,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,3.8716,,
HUN,Hungary,L0T2,Below upper secondary education,F,Women,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,8.2169,,
HUN,Hungary,L0T2,Below upper secondary education,M,Men,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,1.5169,,
HUN,Hungary,L0T2,Below upper secondary education,T,Total,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
HUN,Hungary,L0T2,Below upper secondary education,F,Women,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
HUN,Hungary,L0T2,Below upper secondary education,M,Men,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
HUN,Hungary,L0T2,Below upper secondary education,T,Total,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
HUN,Hungary,L0T2,Below upper secondary education,F,Women,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
HUN,Hungary,L0T2,Below upper secondary education,M,Men,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
HUN,Hungary,L0T2,Below upper secondary education,T,Total,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
HUN,Hungary,L0T2,Below upper secondary education,F,Women,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
HUN,Hungary,L0T2,Below upper secondary education,M,Men,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
HUN,Hungary,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,1.5394,,
HUN,Hungary,L3T4,Upper secondary and post-secondary non-tertiary education,F,Women,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,2.5489,,
HUN,Hungary,L3T4,Upper secondary and post-secondary non-tertiary education,M,Men,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,0.9305,,
HUN,Hungary,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,2.08,,
HUN,Hungary,L3T4,Upper secondary and post-secondary non-tertiary education,F,Women,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,3.1073,,
HUN,Hungary,L3T4,Upper secondary and post-secondary non-tertiary education,M,Men,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,1.2932,,
HUN,Hungary,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,1.9103,,
HUN,Hungary,L3T4,Upper secondary and post-secondary non-tertiary education,F,Women,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,3.43,,
HUN,Hungary,L3T4,Upper secondary and post-secondary non-tertiary education,M,Men,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,1.0153,,
HUN,Hungary,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
HUN,Hungary,L3T4,Upper secondary and post-secondary non-tertiary education,F,Women,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
HUN,Hungary,L3T4,Upper secondary and post-secondary non-tertiary education,M,Men,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
HUN,Hungary,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
HUN,Hungary,L3T4,Upper secondary and post-secondary non-tertiary education,F,Women,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
HUN,Hungary,L3T4,Upper secondary and post-secondary non-tertiary education,M,Men,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
HUN,Hungary,L3T4,Upper secondary and post-secondary non-tertiary education,T,Total,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
HUN,Hungary,L3T4,Upper secondary and post-secondary non-tertiary education,F,Women,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
HUN,Hungary,L3T4,Upper secondary and post-secondary non-tertiary education,M,Men,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
HUN,Hungary,L5T8,Tertiary education,T,Total,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,1.091,,
HUN,Hungary,L5T8,Tertiary education,F,Women,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,1.2715,,
HUN,Hungary,L5T8,Tertiary education,M,Men,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,0.8606,,
HUN,Hungary,L5T8,Tertiary education,T,Total,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,1.7054,,
HUN,Hungary,L5T8,Tertiary education,F,Women,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,1.678,,
HUN,Hungary,L5T8,Tertiary education,M,Men,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,1.7467,,
HUN,Hungary,L5T8,Tertiary education,T,Total,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,1.6087,,
HUN,Hungary,L5T8,Tertiary education,F,Women,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,1.8026,,
HUN,Hungary,L5T8,Tertiary education,M,Men,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,1.3583,,
HUN,Hungary,L5T8,Tertiary education,T,Total,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
HUN,Hungary,L5T8,Tertiary education,F,Women,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
HUN,Hungary,L5T8,Tertiary education,M,Men,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
HUN,Hungary,L5T8,Tertiary education,T,Total,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
HUN,Hungary,L5T8,Tertiary education,F,Women,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
HUN,Hungary,L5T8,Tertiary education,M,Men,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
HUN,Hungary,L5T8,Tertiary education,T,Total,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
HUN,Hungary,L5T8,Tertiary education,F,Women,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
HUN,Hungary,L5T8,Tertiary education,M,Men,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
HUN,Hungary,T,All levels of education,T,Total,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,1.4603,,
HUN,Hungary,T,All levels of education,F,Women,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,2.2851,,
HUN,Hungary,T,All levels of education,M,Men,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,0.8216,,
HUN,Hungary,T,All levels of education,T,Total,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,2.3859,,
HUN,Hungary,T,All levels of education,F,Women,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,3.1536,,
HUN,Hungary,T,All levels of education,M,Men,Y25T44,25-44 years,T,Total,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,1.6352,,
HUN,Hungary,T,All levels of education,T,Total,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,1.9955,,
HUN,Hungary,T,All levels of education,F,Women,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,3.0835,,
HUN,Hungary,T,All levels of education,M,Men,Y25T44,25-44 years,A,Active,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,VALUE,Value,2014,2014,1.1601,,
HUN,Hungary,T,All levels of education,T,Total,Y25T44,25-44 years,E,Employed,PIAAC_PERC_DEPRESSED,Percentage of adults who report having depression,SE,SE,2014,2014,,c,Data below the publication limit
